"Maint Activity Name","Equip Pool Name","Asset Id","Item Desc","Location","Maintenance Schedule Id","Plan ID","Plan Name","Plan Desc","Plan Type Cd","Occurrence Cd","Last Maint Dt","Recurring Method Cd","Total Util Qty","Schedule Method","Last Util Qty","Utilization Measure Cd","Next Maint Date","Schedule Date","ACC","Acq Pgm Desc","Acq Pgm Name","APO Name","Asset Sts Cd","Before Util Qty","Central Maint Schedule Flag","Current Meter Reading","Custodian Name","Custodian Nbr","Data Code","Days Before Sched Qty","DOD Serial Nbr","Due Date","Equip Grp Cd","Extended Due Date","Frequency Cd","Include Weekend","Interval","Issue Date","LIN/TAMCN","Maint Acty Desc","Maint Loc","Maint Team Desc","Maint Team Id","Mfr Model Nbr","Mfr Name","Mfr Part Nbr","Next Util Qty","Not In Use","Owning UIC","Priority Cd","Rescission Date","Sched Effective Dt","Serial Nbr","Stock Nbr","Suspend Until Dt","Suspend Util Qty","Type Dsg Desc","Type Dsg Group Cd","Type Dsg Name","UII","Util Qty Frequency","Util Svc Life","Vehicle Grp Cd","Vehicle Type Cd","Waiver","Estbd By","Estbd Date Time","Last Updtd By","Last Tran Date Time"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF17B00485","TRUCK,STAKE","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","11/26/2025      ","XD","7873.000","LM","7030.00","M - Miles","11/26/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","7873.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","VI - Trucks, Stake","","M","NO","12","","B261","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F250","FORD","APPROX GVWR 10000","","NO","FFDYM0","5 - Routine I - 5 days","","","1FDBF2A60HED60465","2320008518481","","","","","","LDN003670000925983","","200000.00","0113 - MD Other Owned","121 - MD Other","False","GSHONKA","3/17/2023 4:52:08 PM","EPAUL","12/3/2025 11:23:22 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF17B00485","TRUCK,STAKE","MINOT AFB","DF-VEHS5 LRS MINOT260172","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","06/22/2023      ","XU","7873.000","","2998.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","7873.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VI - Trucks, Stake","","","NO","","","B261","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F250","FORD","APPROX GVWR 10000","62998.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDBF2A60HED60465","2320008518481","","","","","","LDN003670000925983","60000","200000.00","0113 - MD Other Owned","121 - MD Other","False","GSHONKA","3/17/2023 5:23:04 PM","UNKNOWN","6/22/2023 3:30:57 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF17B00485","TRUCK,STAKE","MINOT AFB","DF-VEHS5 LRS MINOT281327","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","7873.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","7873.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VI - Trucks, Stake","","","NO","","","B261","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F250","FORD","APPROX GVWR 10000","150001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDBF2A60HED60465","2320008518481","","","","","","LDN003670000925983","150000","200000.00","0113 - MD Other Owned","121 - MD Other","False","KDAVIS","12/29/2023 1:08:01 PM","KDAVIS","12/29/2023 1:08:01 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF17B00485","TRUCK,STAKE","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","11/26/2025      ","XD","7873.000","LM","7030.00","M - Miles","11/26/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","7873.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VI - Trucks, Stake","","M","NO","12","","B261","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F250","FORD","APPROX GVWR 10000","12030.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDBF2A60HED60465","2320008518481","","","","","","LDN003670000925983","5000","200000.00","0113 - MD Other Owned","121 - MD Other","False","LTANG","10/10/2024 8:38:44 AM","EPAUL","12/3/2025 11:23:22 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF17B00485","TRUCK,STAKE","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","04/29/2024      ","XD","7873.000","LM","4013.00","M - Miles","04/29/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","7873.00","LRS VEHICLE MGT FLT","441VV-MTEG","","15","","","VI - Trucks, Stake","","M","NO","36","","B261","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F250","FORD","APPROX GVWR 10000","19013.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDBF2A60HED60465","2320008518481","","","","","","LDN003670000925983","15000","200000.00","0113 - MD Other Owned","121 - MD Other","False","LTANG","9/17/2024 12:51:15 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:48 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF17B00485","TRUCK,STAKE","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","11/26/2025      ","XD","7873.000","LM","7030.00","M - Miles","11/26/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","7873.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VI - Trucks, Stake","","M","NO","12","","B261","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F250","FORD","APPROX GVWR 10000","12030.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDBF2A60HED60465","2320008518481","","","","","","LDN003670000925983","5000","200000.00","0113 - MD Other Owned","121 - MD Other","False","LTANG","11/26/2025 3:58:47 PM","UNKNOWN","12/3/2025 11:37:56 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF18B00967","TRUCK,UTILITY","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","03/17/2026      ","XD","11215.000","LM","11215.00","M - Miles","03/17/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","11215.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","","NO","FFDYM0","5 - Routine I - 5 days","","","1GCGSBEA4J1116240","2320015761349","","","","","","LDN003670001240911","","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","12/31/2025 8:39:47 AM","UNKNOWN","3/17/2026 1:46:04 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF18B00967","TRUCK,UTILITY","MINOT AFB","DF-VEHS5 LRS MINOT260174","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","11215.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","11215.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","97501.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCGSBEA4J1116240","2320015761349","","","","","","LDN003670001240911","97500","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","12/31/2025 8:44:01 AM","LTANG","12/31/2025 8:44:01 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF18B00967","TRUCK,UTILITY","MINOT AFB","DF-VEHS5 LRS MINOT281324","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","11215.000","","8261.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","11215.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","53261.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCGSBEA4J1116240","2320015761349","","","","","","LDN003670001240911","45000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","12/31/2025 8:43:02 AM","LTANG","12/31/2025 8:43:02 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF18B00967","TRUCK,UTILITY","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","01/06/2026      ","XD","11215.000","LM","8750.00","M - Miles","01/06/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","11215.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","13750.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCGSBEA4J1116240","2320015761349","","","","","","LDN003670001240911","5000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","12/31/2025 8:44:48 AM","UNKNOWN","1/6/2026 4:18:05 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF18B00967","TRUCK,UTILITY","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","10/29/2024      ","XD","11215.000","LM","8261.00","M - Miles","10/29/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","11215.00","LRS VEHICLE MGT FLT","441VV-MTEG","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","23261.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCGSBEA4J1116240","2320015761349","","","","","","LDN003670001240911","15000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","12/31/2025 8:41:51 AM","LTANG","12/31/2025 8:41:51 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF18B00967","TRUCK,UTILITY","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","01/06/2026      ","XD","11215.000","LM","8750.00","M - Miles","01/06/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","11215.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","13750.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCGSBEA4J1116240","2320015761349","","","","","","LDN003670001240911","5000","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","False","LTANG","12/31/2025 8:45:12 AM","UNKNOWN","1/6/2026 4:18:05 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF19B00880","TRUCK,UTILITY","MINOT AFB","","","","","","","","","3495.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","3495.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","","","","B221","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","COLORADO","CHEVROLET","APPROX GVWR 5500, LD PICKUP 4X2","","","FFDYM0","","","","1GCGSBEA2K1257986","2320015761349","","","","","","LDN003670001078509","","200000.00","0104 - LD Pickup 4x2 Owned","110 - LD Pickup 4x2","","","","",""
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21B00509","TRAILER,FLAT BED","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","05/28/2025      ","XD","","LM","","","05/28/2026      ","","T - Other Equip","","","TROY SENGER","U - In Use","","NO","","CES OPS FLT","441VV-MTJP","","42","","","PR - Trailers: Group PR","","M","NO","12","","B401","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","minot afb ","","","WMLBG-50","WEST MARK","INTERSTATE TRAILERS","","NO","FFDYM0","5 - Routine I - 5 days","","","1JKGTL441NM018899","2330016959039","","","","","","LDN003670001464287","","","","","False","LTANG","5/28/2025 5:32:25 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:52 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21B00509","TRAILER,FLAT BED","MINOT AFB","DF-VEHS5 LRS MINOT259705","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","05/28/2025      ","XD","","LM","","","05/28/2028      ","","T - Other Equip","","","TROY SENGER","U - In Use","","NO","","CES OPS FLT","441VV-MTJP","","42","","","PR - Trailers: Group PR","","M","NO","36","","B401","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","minot afb ","","","WMLBG-50","WEST MARK","INTERSTATE TRAILERS","","NO","FFDYM0","5 - Routine I - 5 days","","","1JKGTL441NM018899","2330016959039","","","","","","LDN003670001464287","","","","","False","LTANG","5/28/2025 5:32:59 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:52 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21B00509","TRAILER,FLAT BED","MINOT AFB","DF-VEHS5 LRS MINOT287207","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","05/28/2025      ","XD","","LM","","","05/28/2026      ","","T - Other Equip","","","TROY SENGER","U - In Use","","NO","","CES OPS FLT","441VV-MTJP","","42","","","PR - Trailers: Group PR","","M","NO","12","","B401","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","minot afb ","","","WMLBG-50","WEST MARK","INTERSTATE TRAILERS","","NO","FFDYM0","5 - Routine I - 5 days","","","1JKGTL441NM018899","2330016959039","","","","","","LDN003670001464287","","","","","False","LTANG","5/28/2025 5:32:40 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:52 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","03/03/2026      ","XD","16948.000","LM","15929.00","M - Miles","03/03/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","VE - Trucks, Maintenance","","M","NO","12","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","KDAVIS","3/15/2023 2:30:32 PM","UNKNOWN","3/3/2026 1:27:23 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT260172","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","16948.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VE - Trucks, Maintenance","","","NO","","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","60001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","60000","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","KDAVIS","3/15/2023 3:09:20 PM","KDAVIS","3/15/2023 3:09:20 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT260382","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","","XU","16948.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VE - Trucks, Maintenance","","","NO","","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","120001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","120000","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","KDAVIS","3/15/2023 3:49:23 PM","KDAVIS","3/15/2023 3:49:23 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT281327","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","16948.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VE - Trucks, Maintenance","","","NO","","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","150001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","150000","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","KDAVIS","3/11/2024 9:27:09 AM","KDAVIS","3/11/2024 9:27:09 AM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","03/03/2026      ","XD","16948.000","LM","15929.00","M - Miles","03/03/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VE - Trucks, Maintenance","","M","NO","12","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","20929.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","5000","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","LTANG","8/5/2024 12:16:05 PM","UNKNOWN","3/3/2026 1:27:21 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","04/10/2025      ","XD","16948.000","LM","11992.00","M - Miles","04/10/2028      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","15","","","VE - Trucks, Maintenance","","M","NO","36","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","26992.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","15000","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","LTANG","9/16/2024 4:22:32 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:48 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF21C00221","TRUCK,MAINTENANCE","MINOT AFB","DF-VEHS5 LRS MINOT296899","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","03/03/2026      ","XD","16948.000","LM","15929.00","M - Miles","03/03/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","16948.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VE - Trucks, Maintenance","","M","NO","12","","C260","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 10400","20929.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDRF3B63NEC93780","2320015864707","","","","","","LDN003670001433949","5000","200000.00","7604 - Service Utility, with Cab /89B, 149A","122 - MD Pickup","False","JFANT","4/11/2025 10:56:28 AM","UNKNOWN","3/3/2026 1:27:19 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF23D08112","LOADER,SCOOP TYPE","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","04/17/2026      ","XD","1986.000","LM","1986.00","H - Hours","04/17/2027      ","","O - Construction Equipment","","","TROY SENGER","U - In Use","","NO","1986.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","NG - Loaders","","M","NO","12","","D630","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","A300","BOBCAT","","","NO","FFDYM0","5 - Routine I - 5 days","","","539940025","3805012575636","","","","","","LDN003670000938644","","8000.00","","","False","GSHONKA","3/22/2023 10:06:38 AM","UNKNOWN","4/17/2026 6:26:38 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF23D08112","LOADER,SCOOP TYPE","MINOT AFB","DF-VEHS5 LRS MINOT259697","35AE","INSP/ HYDRAULIC SYSTEM  #VSCOS","INSPECTION PERIODIC/ HYDRAULIC SYSTEM SPECIAL PURPOSE ASSEMBLIES, IAW TO 36-1-191, TABLE 3-2, ITEM 5, PARA 3.13.13/ PARA 3.17.3","PREV","R","04/17/2026      ","XD","1986.000","LM","1986.00","H - Hours","04/17/2029      ","","O - Construction Equipment","","","TROY SENGER","U - In Use","50","NO","1986.00","LRS VEHICLE MGT FLT","441VV-MTEG","","42","","","NG - Loaders","","M","NO","36","","D630","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","A300","BOBCAT","","5586.00","NO","FFDYM0","5 - Routine I - 5 days","","","539940025","3805012575636","","","","","","LDN003670000938644","3600","8000.00","","","False","GSHONKA","3/22/2023 10:29:56 AM","UNKNOWN","4/17/2026 6:26:38 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF23D08112","LOADER,SCOOP TYPE","MINOT AFB","DF-VEHS5 LRS MINOT292746","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","04/17/2026      ","XD","1986.000","LM","1986.00","H - Hours","04/17/2027      ","","O - Construction Equipment","","","TROY SENGER","U - In Use","20","NO","1986.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","NG - Loaders","","M","NO","12","","D630","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","A300","BOBCAT","","2336.00","NO","FFDYM0","5 - Routine I - 5 days","","","539940025","3805012575636","","","","","","LDN003670000938644","350","8000.00","","","False","LTANG","9/25/2024 4:00:22 PM","UNKNOWN","4/17/2026 6:26:36 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF23D08112","LOADER,SCOOP TYPE","MINOT AFB","DF-VEHS5 LRS MINOT294497","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","09/25/2024      ","XD","1986.000","LM","1791.00","H - Hours","09/25/2027      ","","O - Construction Equipment","","","TROY SENGER","U - In Use","15","NO","1986.00","LRS VEHICLE MGT FLT","441VV-MTEG","","15","","","NG - Loaders","","M","NO","36","","D630","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","A300","BOBCAT","","2841.00","NO","FFDYM0","5 - Routine I - 5 days","","","539940025","3805012575636","","","","","","LDN003670000938644","1050","8000.00","","","False","LTANG","9/25/2024 3:59:59 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:48 PM"
"5 LRS MINOT","EG - LRS VEHICLE MGT","AF23D08112","LOADER,SCOOP TYPE","MINOT AFB","DF-VEHS5 LRS MINOT297307","35BD","INSP/ EMISSION SYSTEMS  #VSCOS","INSPECTION PERIODIC/ EMISSION SYSTEM CHECK, IAW TO 36-1-191, TABLE 3-2, ITEM 10","PREV","R","04/17/2026      ","XD","1986.000","LM","1986.00","H - Hours","04/17/2027      ","","O - Construction Equipment","","","TROY SENGER","U - In Use","20","NO","1986.00","LRS VEHICLE MGT FLT","441VV-MTEG","","20","","","NG - Loaders","","M","NO","12","","D630","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","A300","BOBCAT","","2336.00","NO","FFDYM0","5 - Routine I - 5 days","","","539940025","3805012575636","","","","","","LDN003670000938644","350","8000.00","","","False","LTANG","9/2/2025 11:00:07 AM","UNKNOWN","4/17/2026 6:26:39 PM"
